First Name,Last Name,Email,Country,Application Date,Yoe,Seniority,Technology,Code Challenge Score,Technical Interview Score
Edward,Wong,unolan@example.org,Ecuador,2020-10-16,1,Junior,JavaScript,9.9,1.3
Doris,Rivera,timothymason@example.net,Brazil,2024-03-26,12,Junior,C++,6.4,4.7
Hannah,Bray,uortiz@example.org,Ecuador,2023-01-30,6,Junior,Data Engineering,4.0,8.0
Michael,Hart,jamesgardner@example.net,Mexico,2021-02-16,1,Junior,C++,4.4,4.7
Todd,Keller,johnsonchristopher@example.net,Mexico,2022-01-28,5,Senior,JavaScript,9.4,1.7
Selena,Oconnell,carla24@example.com,Argentina,2020-06-30,4,Senior,Java,2.3,3.7
Andrew,Reed,woodswesley@example.com,USA,2023-10-24,4,Senior,Python,6.4,7.1
Erin,Cannon,ghill@example.net,Mexico,2023-11-10,2,Lead,Python,3.7,7.8
Connor,Johnson,christophergreene@example.com,Brazil,2024-03-17,3,Junior,JavaScript,9.6,7.7
Christopher,Travis,melaniehayes@example.net,Mexico,2022-09-09,1,Junior,JavaScript,1.6,1.4
Christopher,Ramos,omunoz@example.com,Mexico,2023-04-22,2,Lead,C++,6.4,5.3
Heather,Hays,christopherbrown@example.net,Colombia,2022-12-27,0,Lead,Java,8.7,4.5
Kimberly,Chapman,antonio65@example.org,Argentina,2022-03-05,11,Lead,Python,8.4,8.3
Anne,White,uhernandez@example.net,Colombia,2022-10-18,12,Senior,C++,8.1,0.4
Becky,Rivers,dylan93@example.com,Mexico,2022-12-22,4,Junior,Python,8.0,9.0
Julia,Ford,reynoldsjoy@example.com,Argentina,2024-12-24,0,Junior,C++,4.5,3.5
Kevin,Pacheco,jgibson@example.org,Argentina,2022-04-25,9,Lead,SQL,8.5,8.8
Michael,Wilson,jgriffin@example.org,Colombia,2020-07-03,14,Lead,SQL,3.4,2.2
Gary,Lara,kathy40@example.org,Brazil,2022-12-24,14,Senior,C++,9.4,5.2
Sharon,Jenkins,kristine55@example.net,Colombia,2022-06-10,13,Junior,JavaScript,2.2,7.9
Jason,King,gmatthews@example.org,Brazil,2021-01-31,5,Senior,Python,1.3,8.2
David,Johnson,curtis98@example.org,Colombia,2021-09-27,7,Lead,Data Engineering,2.5,8.3
Erica,Larson,zjames@example.org,Argentina,2024-07-30,14,Senior,Python,1.7,6.6
Jacob,Hoffman,billylewis@example.org,Mexico,2021-06-18,3,Mid,JavaScript,9.8,4.6
Daniel,Hall,vroy@example.com,Ecuador,2024-01-05,12,Senior,C++,4.5,9.8
Joseph,Scott,sandersmatthew@example.org,Ecuador,2023-01-27,10,Lead,Data Engineering,5.4,8.0
Annette,Rodgers,fweber@example.net,Brazil,2024-03-23,6,Lead,Python,6.5,0.5
Jacob,Jennings,fdudley@example.com,USA,2023-04-05,8,Mid,JavaScript,3.9,7.2
Daniel,Richardson,jtaylor@example.com,Argentina,2023-04-04,6,Lead,JavaScript,2.5,1.6
Elizabeth,Johnson,vlewis@example.com,Mexico,2022-03-18,7,Mid,JavaScript,3.1,3.7
Kristopher,Lopez,sarah81@example.net,USA,2022-12-01,0,Lead,C++,7.2,2.4
Paul,Smith,sherryperez@example.org,Colombia,2022-04-20,13,Mid,Data Engineering,2.4,3.8
Brent,Kelly,rosariooscar@example.org,USA,2020-06-13,1,Senior,Data Engineering,1.0,6.7
Gregory,Potter,aaronmiller@example.net,Ecuador,2020-12-31,5,Senior,JavaScript,2.7,4.1
Sergio,Randall,shannon49@example.com,Mexico,2023-10-15,13,Senior,Java,9.6,9.1
Kristie,Nguyen,loriburns@example.net,USA,2023-08-26,12,Senior,Data Engineering,0.7,5.3
Steven,Russell,christopher73@example.org,USA,2021-11-19,10,Lead,C++,7.1,7.3
Daniel,Parker,wscott@example.net,Mexico,2022-07-27,8,Mid,C++,2.0,9.3
Emily,White,aestrada@example.com,USA,2023-12-01,12,Mid,Data Engineering,1.9,1.7
Courtney,Sullivan,lbauer@example.org,Mexico,2020-12-15,4,Mid,SQL,6.7,9.1
Michael,Griffith,andrew47@example.org,Colombia,2021-10-28,2,Mid,C++,7.5,5.6
Andrew,Marshall,amywaters@example.org,Brazil,2024-10-24,5,Junior,Python,5.8,3.2
Dwayne,Meza,vickianderson@example.net,Argentina,2021-05-14,6,Mid,Python,3.2,3.7
Hannah,Haas,tristanwarren@example.com,Mexico,2023-06-07,9,Lead,SQL,1.7,7.7
Nicole,Wagner,shannon87@example.net,USA,2020-01-19,12,Senior,JavaScript,1.8,6.6
Lindsey,Bryant,taylorkrista@example.net,USA,2023-12-27,2,Mid,Java,3.5,2.0
Christopher,Oliver,martinezanita@example.org,Mexico,2024-01-27,1,Mid,C++,9.8,0.7
Amy,Mckinney,annette36@example.com,Colombia,2020-08-21,2,Lead,Data Engineering,7.2,9.3
Matthew,Nguyen,tyler03@example.net,Mexico,2020-03-11,11,Lead,Data Engineering,0.5,6.8
Annette,Bowers,bhamilton@example.net,USA,2024-01-06,2,Senior,Java,1.0,0.5
Joseph,Perez,lcurtis@example.com,Brazil,2022-08-13,4,Lead,C++,5.3,8.5
Robert,Werner,matthewsarthur@example.net,Argentina,2023-10-24,4,Lead,Python,2.8,0.0
Melissa,Vazquez,daniel91@example.org,Colombia,2021-03-06,0,Senior,Data Engineering,9.4,3.4
Daniel,Anderson,victoriajacobs@example.com,Brazil,2024-05-04,15,Senior,SQL,6.4,3.6
Frank,Keller,rzimmerman@example.net,Argentina,2022-02-26,9,Senior,Data Engineering,1.9,3.6
Gerald,Horton,morajames@example.com,USA,2023-11-16,14,Lead,JavaScript,7.4,8.8
Sandra,Bradley,mitchelljeremy@example.org,Ecuador,2022-12-23,8,Junior,Python,5.2,0.2
Craig,Lawrence,christian55@example.com,Argentina,2023-12-03,14,Junior,JavaScript,3.4,5.6
Philip,Perry,cameronrobertson@example.net,USA,2021-01-22,5,Senior,SQL,4.8,0.0
Jose,Griffith,deborah77@example.net,USA,2024-05-03,1,Senior,SQL,3.4,6.3
Jessica,Kirk,lindseyrichards@example.com,USA,2024-05-28,1,Junior,Python,5.5,4.7
Stephanie,Lopez,zhurley@example.org,USA,2022-07-30,5,Junior,JavaScript,7.2,6.8
Christopher,Lee,shannonleonard@example.com,Ecuador,2020-12-03,1,Lead,Java,3.5,6.4
Misty,Garcia,xgarcia@example.net,Brazil,2024-07-02,8,Lead,Java,8.5,9.9
Ariel,Anderson,brandon28@example.org,Mexico,2022-11-05,7,Junior,Data Engineering,5.2,4.5
Melissa,Rodriguez,lanecameron@example.org,Colombia,2020-02-10,1,Senior,Python,0.2,0.6
Steven,Henry,walterbell@example.net,Brazil,2022-10-20,2,Junior,Data Engineering,0.0,2.1
Cindy,Mccarthy,abbottkatherine@example.com,USA,2021-01-02,14,Lead,JavaScript,1.1,3.8
Andres,Brown,dclark@example.net,Brazil,2023-09-06,11,Junior,Data Engineering,2.6,7.8
Monica,Little,dwinters@example.com,Argentina,2020-10-20,4,Mid,Java,7.7,3.4
Allen,Roberts,brittany08@example.net,Colombia,2023-12-10,7,Lead,SQL,7.9,2.1
Jennifer,Stephens,dana81@example.net,Argentina,2021-11-30,9,Junior,SQL,7.5,1.1
Kaitlyn,Cole,xmorgan@example.net,Colombia,2021-01-05,11,Senior,Python,6.3,3.6
Douglas,Davidson,brandymeadows@example.com,Colombia,2023-01-06,5,Senior,C++,1.3,3.8
Nicholas,Green,qlopez@example.org,Brazil,2022-05-03,4,Junior,C++,9.1,9.1
Bill,Grimes,teresa94@example.org,Argentina,2022-12-10,3,Lead,JavaScript,6.1,5.2
Lee,James,kathleen94@example.com,Colombia,2020-08-15,12,Junior,JavaScript,3.7,4.3
Tanya,Mcdaniel,rileynatasha@example.org,Colombia,2020-01-06,13,Junior,C++,9.3,3.6
Kelsey,Kennedy,qmann@example.com,Argentina,2020-07-12,2,Lead,Data Engineering,3.2,8.8
Kimberly,Lane,csmith@example.org,Brazil,2020-12-03,4,Mid,JavaScript,1.6,5.7
Tiffany,Myers,toddmegan@example.com,USA,2023-07-09,8,Lead,SQL,0.7,4.4
Michael,Peterson,dalejacobson@example.org,Colombia,2020-07-31,1,Senior,Java,10.0,1.3
Allen,Rice,wendy62@example.com,Ecuador,2022-09-15,5,Junior,SQL,6.3,5.2
Justin,Hunter,anna99@example.net,USA,2020-09-21,10,Mid,Python,0.9,7.1
Linda,Mcguire,xjackson@example.net,Brazil,2022-07-20,7,Lead,Java,4.6,1.3
Shawn,Hurst,rita69@example.org,Brazil,2022-07-04,13,Mid,Data Engineering,4.1,3.6
Ann,Morgan,boonemichael@example.com,Ecuador,2022-08-04,4,Lead,Python,2.6,7.8
James,Sanders,tracy10@example.org,Brazil,2020-06-27,9,Senior,JavaScript,3.5,4.6
Amber,Jones,andersonlaurie@example.net,Brazil,2023-03-05,5,Junior,SQL,0.8,7.7
Brianna,Kennedy,gpowers@example.com,Mexico,2020-02-10,13,Lead,Python,8.3,0.8
Amanda,Burke,carla63@example.com,Brazil,2020-07-25,7,Senior,Python,2.8,6.8
Jason,Anderson,rcampbell@example.net,USA,2023-09-28,7,Mid,SQL,0.1,4.8
Evelyn,Crawford,powerschristopher@example.net,Brazil,2022-09-27,0,Mid,Python,1.3,4.0
Tracy,Reyes,hunterandrew@example.org,Colombia,2020-09-15,11,Lead,Data Engineering,2.7,7.7
John,Mills,dbarker@example.com,Colombia,2024-06-08,12,Senior,SQL,5.1,7.2
Marissa,Flores,cshort@example.net,Mexico,2021-07-24,10,Mid,JavaScript,1.3,0.4
Brittany,Hall,cody63@example.com,Colombia,2021-01-17,14,Junior,SQL,4.5,0.7
Brian,Davenport,millerluis@example.com,USA,2022-12-14,14,Lead,SQL,0.2,3.8
Erica,Cooper,davidgallagher@example.org,Ecuador,2020-11-26,3,Mid,Java,6.4,4.4
Matthew,Delgado,patriciasavage@example.org,USA,2020-03-26,8,Junior,SQL,1.8,8.4
John,Miller,marysilva@example.net,Argentina,2023-10-30,6,Mid,C++,8.3,0.9
Victoria,Johnson,mendozaalison@example.com,Brazil,2024-12-07,9,Senior,Data Engineering,5.1,2.4
Andrew,Spence,lisa23@example.com,Colombia,2020-06-24,1,Mid,SQL,3.4,5.6
Shawn,Bass,amandaflores@example.net,Argentina,2024-08-12,13,Junior,Data Engineering,0.7,2.6
Charles,Delgado,jasmine24@example.net,Colombia,2022-01-22,14,Senior,JavaScript,2.6,6.5
Rebecca,Jones,martinmonica@example.com,Colombia,2020-04-19,9,Lead,JavaScript,6.5,9.6
Zachary,Brown,gravesjeffrey@example.com,Brazil,2021-05-26,2,Mid,Python,4.5,7.6
Ashley,Acevedo,hwhite@example.com,Mexico,2020-11-18,9,Lead,JavaScript,4.0,10.0
Caitlyn,Frost,nanderson@example.net,Ecuador,2023-07-09,7,Mid,SQL,3.1,4.9
Gregory,Martin,torreslacey@example.org,Brazil,2023-10-30,3,Junior,JavaScript,3.7,0.9
Mike,Morton,moonscott@example.com,Colombia,2022-09-01,1,Mid,SQL,5.0,4.9
Tonya,Greene,phillipsjoseph@example.com,Ecuador,2020-09-16,9,Junior,C++,8.2,6.4
Valerie,Smith,heatherjordan@example.org,Brazil,2020-05-17,5,Mid,Data Engineering,6.5,3.4
Randy,Miranda,dillon96@example.net,Mexico,2024-08-27,11,Senior,Data Engineering,4.3,8.5
Autumn,Gomez,anitasingleton@example.net,Mexico,2022-02-11,12,Junior,Java,1.9,2.5
Zachary,Brown,vray@example.org,Mexico,2022-04-26,1,Lead,SQL,5.1,5.3
Steven,Conway,fryscott@example.net,Mexico,2024-12-24,8,Junior,Data Engineering,3.8,8.5
Tony,Owens,margaret88@example.net,Colombia,2024-02-18,15,Senior,Python,5.1,1.9
Carla,Jones,faithjackson@example.net,Colombia,2024-03-23,13,Junior,SQL,5.7,4.2
Donna,Watts,grahamkrystal@example.net,USA,2020-08-23,2,Mid,Python,0.7,7.8
Kayla,Garcia,alexandersusan@example.net,Ecuador,2020-08-02,12,Junior,JavaScript,2.6,0.5
Natasha,Smith,janice44@example.org,USA,2024-06-14,7,Mid,JavaScript,0.7,8.8
Tamara,Scott,jacksonbrent@example.net,Mexico,2020-07-17,4,Junior,SQL,4.9,2.7
Sharon,Valencia,parkscarla@example.net,USA,2024-10-30,3,Junior,Java,1.1,7.6
Bethany,Mccarthy,courtneyflores@example.net,Brazil,2022-12-25,9,Lead,Java,5.7,7.2
John,May,christinebrown@example.org,Colombia,2021-04-19,7,Senior,Data Engineering,6.6,6.7
Todd,Miller,msimpson@example.org,Ecuador,2020-12-30,1,Mid,C++,1.0,5.0
Sara,Benson,uprice@example.com,Argentina,2020-08-22,13,Lead,JavaScript,3.4,6.2
Paul,Ray,amanda46@example.com,Brazil,2022-05-30,4,Junior,SQL,3.4,3.6
Jennifer,Walker,jennifergaines@example.com,Colombia,2021-07-28,4,Senior,SQL,4.8,3.1
Tonya,Young,jesse95@example.net,Colombia,2022-04-23,10,Senior,Python,9.7,3.6
Tabitha,Craig,marcustucker@example.net,Brazil,2020-05-03,13,Senior,C++,3.9,2.0
Heather,Lopez,belldustin@example.com,Ecuador,2021-10-14,2,Lead,Data Engineering,5.7,0.5
Joshua,Miller,colinsmith@example.org,Ecuador,2020-04-14,0,Junior,Python,8.3,3.0
Amber,Lane,leejames@example.com,USA,2021-03-24,8,Mid,Java,9.9,5.9
Linda,Tucker,kochmiranda@example.com,Ecuador,2022-09-03,13,Mid,SQL,9.4,8.1
Anna,Flores,kimberlygonzalez@example.net,Argentina,2020-11-02,5,Lead,JavaScript,7.1,1.4
Melissa,Love,patrick17@example.org,Colombia,2023-12-21,13,Junior,C++,9.8,9.5
Molly,Giles,bryantdavid@example.com,Colombia,2024-10-15,15,Senior,Java,4.3,5.8
Barbara,Mckenzie,davisaaron@example.com,Ecuador,2022-06-18,14,Lead,SQL,2.0,5.9
Matthew,Bennett,kyle33@example.org,Colombia,2022-05-30,1,Mid,SQL,2.7,7.2
Michelle,Jones,leahsmith@example.net,Argentina,2022-06-17,6,Lead,SQL,9.3,1.2
Hector,Cervantes,james31@example.com,Mexico,2023-11-07,5,Lead,Python,1.5,7.1
Barry,Ramirez,heidistephenson@example.org,Ecuador,2022-04-10,8,Senior,C++,8.9,7.6
Amy,Garner,johnkim@example.net,Brazil,2024-08-19,13,Lead,Python,8.5,2.8
Kara,White,andersonmelanie@example.org,Mexico,2020-05-06,10,Lead,C++,1.2,8.0
Mary,Brown,harrisjennifer@example.org,Ecuador,2022-11-19,8,Junior,JavaScript,8.4,6.5
Amy,Ward,kelly67@example.org,Mexico,2020-08-18,15,Mid,Java,0.3,0.1
Hannah,Hensley,cameron42@example.net,Brazil,2023-03-05,7,Junior,C++,3.2,5.1
Rebecca,Daniels,onorman@example.org,Mexico,2022-01-23,7,Lead,Java,6.3,1.6
Sarah,Allison,owatson@example.org,Colombia,2020-01-31,0,Lead,Data Engineering,3.6,2.3
Christopher,Phillips,ronald46@example.com,Brazil,2023-05-28,10,Senior,Data Engineering,2.3,9.7
Alan,Dennis,fnelson@example.org,Ecuador,2023-12-06,2,Junior,Java,3.2,7.8
Kimberly,Davis,wardsarah@example.net,USA,2020-09-22,5,Lead,Python,9.5,7.7
Janet,White,egomez@example.org,Mexico,2024-05-28,14,Mid,C++,5.1,2.9
Patrick,Kidd,judy05@example.org,Colombia,2020-05-19,5,Mid,Data Engineering,6.1,7.0
Brad,Johnson,zmccarthy@example.net,Argentina,2021-04-17,0,Mid,Data Engineering,2.1,6.2
Dawn,Lynch,davistammy@example.com,Ecuador,2021-03-18,8,Mid,Java,9.5,3.4
Jason,Riley,oallen@example.org,Brazil,2023-06-14,12,Senior,Java,8.5,1.8
Tina,Mack,laustin@example.org,Argentina,2021-11-11,4,Senior,C++,5.0,2.0
David,Reed,sanderskatherine@example.com,Argentina,2020-11-11,1,Senior,Python,7.3,9.9
Ricky,Padilla,james98@example.com,Argentina,2023-04-22,15,Lead,C++,9.1,3.2
Joseph,Black,ybrewer@example.net,Mexico,2024-03-12,14,Lead,SQL,8.6,7.4
Victoria,Ramsey,millerkimberly@example.net,USA,2021-12-01,6,Senior,Python,7.7,7.1
Lisa,Cox,shannonsingh@example.net,Argentina,2021-01-17,0,Lead,C++,4.2,9.4
Jeffrey,Sawyer,qgibbs@example.net,Colombia,2021-03-01,2,Mid,JavaScript,0.3,10.0
Theresa,Hicks,christopher94@example.net,Colombia,2021-11-09,11,Junior,SQL,3.8,7.2
Susan,Foster,tinahernandez@example.net,Mexico,2022-08-01,12,Junior,Data Engineering,3.8,7.9
Dalton,Williams,michelle54@example.com,Brazil,2023-03-06,11,Junior,Java,0.7,5.5
Heather,Page,ntorres@example.org,Ecuador,2020-11-01,1,Mid,Java,2.0,7.2
Oscar,Barnes,gregorynewman@example.org,Mexico,2023-10-20,14,Senior,Python,3.0,6.6
Melissa,Rodriguez,fernandofuentes@example.org,Argentina,2020-09-05,8,Lead,JavaScript,6.4,7.6
Susan,Thomas,sean14@example.com,Colombia,2021-03-14,10,Senior,SQL,2.7,3.0
Lisa,Mills,thomascarly@example.com,Brazil,2022-03-24,12,Mid,SQL,0.2,3.0
Courtney,Miles,blackjohn@example.com,Argentina,2021-04-09,5,Junior,Python,6.6,2.9
Briana,Miller,wsimmons@example.net,Ecuador,2024-04-11,1,Lead,Data Engineering,2.9,8.9
Bryan,Bowman,ybrown@example.com,Colombia,2020-07-25,1,Senior,Data Engineering,0.3,5.3
Terrence,Bishop,msloan@example.org,Argentina,2023-09-26,1,Lead,Data Engineering,5.1,6.5
Charles,Jenkins,davidreed@example.net,Colombia,2021-06-03,4,Lead,Java,4.7,6.9
Victor,Griffin,masonolivia@example.org,USA,2024-09-09,9,Junior,Java,7.7,0.9
Jacob,Mason,michellerose@example.net,Mexico,2020-08-06,1,Junior,SQL,2.8,0.5
Charles,Morris,matthewruiz@example.com,Argentina,2021-06-15,0,Mid,C++,5.5,1.9
Sabrina,Coffey,danielwashington@example.com,Colombia,2020-07-27,3,Lead,Data Engineering,9.0,0.4
Larry,Hale,mcknightkiara@example.net,Ecuador,2021-06-28,6,Lead,Java,3.4,4.1
Sue,Smith,mcox@example.net,Argentina,2024-03-19,2,Mid,JavaScript,1.9,1.8
Charles,Lowery,thompsonmartin@example.net,USA,2022-03-12,2,Junior,Java,9.0,0.7
Marcus,Thompson,nguyenvictoria@example.com,Ecuador,2023-01-23,10,Senior,Python,8.7,8.5
Michael,Dunn,scott91@example.net,Colombia,2020-07-02,15,Junior,C++,4.3,2.5
Frank,Walters,crystallopez@example.org,Colombia,2023-07-09,8,Junior,Java,3.0,3.5
Patrick,Huffman,jrodriguez@example.com,Ecuador,2024-11-20,5,Mid,Java,7.4,4.6
Jessica,Williams,devon07@example.com,Brazil,2023-06-11,0,Mid,Data Engineering,0.3,1.8
Shawn,Miller,faith25@example.com,Argentina,2024-06-18,12,Lead,SQL,2.6,3.9
Lauren,Rivera,christophermartinez@example.net,Colombia,2023-11-15,1,Senior,JavaScript,9.0,6.6
Kathryn,Hall,nicolebrown@example.net,Mexico,2023-10-25,9,Mid,SQL,8.8,7.3
Anthony,Richmond,james32@example.org,Argentina,2022-04-17,0,Mid,SQL,4.8,5.9
Ashley,Gallegos,toddbell@example.org,Ecuador,2024-08-17,15,Mid,Data Engineering,3.6,3.6
Edward,Walker,oboyd@example.net,Argentina,2021-10-10,15,Mid,Java,0.2,8.0
Joshua,Haney,jasonsmith@example.com,USA,2020-05-18,9,Junior,JavaScript,7.3,8.6
Christina,Young,nriggs@example.net,Mexico,2021-12-17,14,Senior,JavaScript,5.6,3.7
Paul,Serrano,susan25@example.com,USA,2020-08-06,7,Junior,Python,2.9,1.7
Joshua,Flores,efernandez@example.com,Mexico,2023-02-06,4,Lead,JavaScript,7.8,8.0
Maureen,Alvarez,thomaschavez@example.com,USA,2022-03-12,9,Lead,Python,2.7,2.2
Caleb,Hancock,ajohnson@example.net,Colombia,2023-09-06,14,Senior,Java,0.2,0.6
David,Brown,rsnyder@example.net,Argentina,2024-11-28,8,Junior,SQL,2.2,7.6
Jennifer,Park,rebeccahall@example.org,Ecuador,2021-07-05,2,Junior,SQL,7.6,4.8
Arthur,Perry,erica42@example.org,Argentina,2020-03-31,9,Senior,JavaScript,2.1,4.8
Cynthia,Santos,brandon23@example.net,Brazil,2024-06-15,2,Senior,SQL,5.8,9.9
Christine,Saunders,christinacole@example.org,Mexico,2022-11-24,10,Senior,Data Engineering,4.7,3.7
Johnathan,Garcia,brenda42@example.net,Brazil,2023-05-04,2,Junior,JavaScript,0.5,1.3
Vanessa,Wagner,ruth04@example.org,Ecuador,2023-06-14,3,Senior,C++,4.0,9.9
Luke,Martin,seanfisher@example.net,Mexico,2021-06-21,3,Junior,Python,2.2,7.3
James,Ray,jacobslynn@example.net,Colombia,2023-07-17,15,Senior,Java,5.5,5.7
Christian,Suarez,susanbutler@example.org,Argentina,2023-01-31,11,Senior,Python,2.8,6.3
Sarah,Crane,qthompson@example.net,Argentina,2020-01-16,9,Junior,Data Engineering,3.1,4.9
Matthew,May,jtorres@example.net,Mexico,2024-08-23,12,Mid,Python,9.0,4.7
Brandon,Lee,igraves@example.org,Brazil,2022-06-06,12,Mid,SQL,5.0,5.9
Albert,Guzman,berryjames@example.net,Argentina,2023-06-01,2,Senior,Data Engineering,0.1,9.6
Rhonda,Garza,tallen@example.net,Argentina,2022-07-03,7,Lead,Python,5.7,8.0
Eric,Johnson,martineztyler@example.net,Brazil,2020-12-29,3,Mid,JavaScript,1.9,2.7
Connie,Obrien,patrickyork@example.org,USA,2020-09-01,11,Mid,SQL,5.4,4.3
Tracy,Gamble,butlermary@example.net,Ecuador,2022-07-10,14,Lead,JavaScript,0.6,9.2
David,Fox,burnschristina@example.com,USA,2022-03-09,3,Senior,C++,1.1,5.6
Taylor,Lane,haley89@example.net,USA,2022-11-01,4,Mid,Java,5.5,7.0
Ann,Mckenzie,alexandra50@example.org,USA,2024-09-26,2,Senior,Java,1.0,8.8
Gabriel,Aguilar,scottjones@example.net,Mexico,2021-04-30,14,Junior,Python,1.1,2.3
Kimberly,Bruce,leekatie@example.com,Ecuador,2023-09-28,0,Senior,Data Engineering,7.3,6.3
Kimberly,Porter,turnereric@example.com,Colombia,2022-02-20,1,Senior,JavaScript,0.6,8.1
Margaret,Charles,garciachad@example.org,Colombia,2022-08-31,0,Junior,C++,5.5,6.3
Nicholas,Nelson,melissawalker@example.org,Colombia,2024-02-03,3,Senior,JavaScript,5.2,8.8
Michael,Andersen,aprilcasey@example.net,Argentina,2022-12-12,8,Mid,Java,3.7,6.5
Timothy,Manning,rachelerickson@example.org,Ecuador,2022-10-10,8,Junior,Data Engineering,6.3,2.4
Austin,Riley,coopermorgan@example.net,Brazil,2023-01-26,13,Mid,Python,4.3,2.6
Shelby,Savage,bbrown@example.com,USA,2023-10-17,8,Junior,Data Engineering,1.8,3.3
Jeffery,Molina,amber95@example.com,USA,2024-08-03,12,Lead,C++,6.6,5.9
Vanessa,Ward,smithjessica@example.net,USA,2021-01-22,2,Lead,SQL,2.5,4.2
Eric,Wolfe,nancy80@example.com,USA,2024-06-20,15,Senior,C++,5.8,2.2
Matthew,Campbell,nicholasbailey@example.org,Mexico,2021-02-01,3,Senior,Java,0.1,6.4
Melissa,Chandler,jessicapearson@example.net,Ecuador,2024-05-15,6,Junior,Python,1.2,0.3
Shaun,Frey,albert23@example.net,Ecuador,2021-03-27,7,Lead,Python,8.6,7.0
Dustin,Mclaughlin,nicholassmith@example.com,Colombia,2020-02-08,5,Junior,C++,3.6,4.7
Joseph,Hall,claytoncynthia@example.com,Argentina,2023-07-07,9,Senior,C++,4.5,8.0
Justin,Davis,cthornton@example.com,Brazil,2020-12-15,12,Lead,JavaScript,7.1,3.4
Devin,Shaw,nguyennicole@example.com,Brazil,2020-09-07,3,Lead,JavaScript,9.4,5.5
Dawn,Baker,brett35@example.com,Colombia,2024-06-08,12,Junior,Java,5.7,5.2
Jacqueline,Thomas,jon38@example.com,Ecuador,2024-07-15,4,Senior,Data Engineering,6.3,5.9
Peter,Lyons,cavila@example.net,Colombia,2022-07-14,5,Lead,SQL,9.9,5.2
Brianna,Crawford,slee@example.com,Colombia,2022-04-04,9,Junior,JavaScript,1.8,1.6
Jesse,Diaz,tfoster@example.net,Ecuador,2021-04-05,2,Senior,Java,7.6,7.0
Charles,Brown,hollandfrederick@example.org,Colombia,2023-02-02,4,Lead,Data Engineering,0.6,6.5
Marcus,Russell,william72@example.com,USA,2021-06-27,9,Lead,Java,0.5,3.4
Douglas,Watkins,janet67@example.com,USA,2022-02-24,13,Senior,C++,8.4,0.0
Sean,Bennett,kevin19@example.com,Ecuador,2023-07-19,13,Lead,C++,5.0,9.5
Johnny,Patterson,joseph56@example.com,Colombia,2023-10-31,12,Senior,JavaScript,8.0,3.9
Charles,Holmes,acordova@example.com,Argentina,2020-05-09,2,Mid,JavaScript,3.9,6.6
Nicole,Parsons,abell@example.net,Mexico,2024-07-29,0,Lead,Python,2.3,1.4
Jennifer,Norton,duanegonzalez@example.net,Colombia,2021-04-12,12,Mid,JavaScript,9.7,0.0
Tammy,Stevens,kennedyzachary@example.org,Colombia,2023-02-05,14,Lead,JavaScript,5.0,2.2
David,Moore,bhughes@example.net,Brazil,2020-10-27,9,Senior,Data Engineering,6.8,5.0
Luke,Lindsey,deborah84@example.com,USA,2020-12-21,9,Senior,JavaScript,4.2,4.2
Judy,Wood,vasquezhannah@example.com,USA,2020-08-03,7,Senior,Java,5.4,1.0
Michael,Wagner,rodrigueztim@example.net,USA,2021-05-14,5,Mid,Data Engineering,3.7,1.3
Heidi,Nelson,wesley58@example.org,Argentina,2024-09-08,4,Senior,JavaScript,2.8,4.1
Andrew,Weber,mpaul@example.com,Mexico,2024-06-05,14,Junior,SQL,0.7,3.0
David,Garcia,fullerdebbie@example.com,Ecuador,2022-11-16,1,Lead,Python,2.4,0.7
Sara,Lopez,alyssanavarro@example.com,Brazil,2020-06-01,14,Senior,SQL,6.0,4.9
Alison,Owens,kruiz@example.org,Brazil,2020-05-02,15,Junior,Data Engineering,1.7,2.9
Jeffrey,Beck,jordandarlene@example.org,Argentina,2021-10-28,11,Mid,C++,9.7,3.6
Shawn,Martin,annspencer@example.org,Colombia,2020-05-26,14,Lead,SQL,6.1,2.3
Jeffery,Gross,perryleah@example.org,Mexico,2023-03-02,11,Lead,Python,5.0,1.7
Laura,Maldonado,fosteremily@example.org,Colombia,2024-06-06,14,Junior,C++,4.0,4.9
Billy,Edwards,wmiller@example.org,USA,2023-07-02,4,Senior,SQL,6.6,9.8
Robert,Sanders,hernandezdavid@example.com,Argentina,2024-07-14,10,Lead,Java,3.7,9.9
Justin,Frazier,crystalmoore@example.net,USA,2020-01-22,6,Mid,Java,8.8,9.7
Lisa,Reynolds,smoss@example.com,USA,2024-02-20,11,Junior,Java,8.7,0.5
Andrew,Evans,mmiller@example.com,Argentina,2020-07-15,15,Lead,SQL,8.1,9.8
Brianna,Barker,xosborn@example.com,Argentina,2023-07-06,11,Lead,C++,7.6,3.5
Melissa,Taylor,obruce@example.org,Colombia,2020-10-23,3,Senior,C++,4.3,2.7
Linda,Riley,jeremy84@example.org,Brazil,2024-03-15,10,Junior,Java,4.8,4.2
Jason,Singh,welchtaylor@example.net,USA,2020-05-18,14,Lead,Data Engineering,0.4,1.4
Kenneth,Clark,fmcfarland@example.com,Argentina,2022-12-19,7,Junior,JavaScript,6.1,0.6
Jessica,Hanson,austin60@example.net,Colombia,2024-01-13,1,Lead,Data Engineering,9.3,8.4
Mitchell,Lloyd,hbrown@example.org,USA,2022-03-24,5,Mid,JavaScript,9.6,8.5
Justin,Graves,ashleyrose@example.com,Mexico,2023-08-21,2,Senior,Python,4.2,3.4
